;직무내용;모집직종;관련직종;전공;자격면허;외국어능력;병역대체 복무자채용;고용허가제;우대조건;컴퓨터 활용능력;기타우대사항;작업환경;sqlp;a;b;c;d;e;f;g;h;i

187;"업무내용
ㆍ웹 개발 
ㆍ개발 프로젝트 영업 및 관리
ㆍ신규시장 개척 및 신규 아이템 발굴
ㆍ파트너 확보를 위한 영업 활동
ㆍ영업 기획 및 운영 시스템 구축
지원조건
ㆍ공학계열 전공자
ㆍ개발 실무 3년 이상 경력자
ㆍ웹개발 및 운영 및 기획에 대한 지식이 있으신 분
ㆍCSS, HTML5, JAVA, javascript., Linux 지식이 있으신분
ㆍ작업자들과의 소통이 원활하신 분
ㆍ서비스에 애정을 갖고 성장시키실 분
근무조건
ㆍ근무형태 : 정규직(수습기간 3개월)
ㆍ근무지역 : 전남 무안군 삼향읍 남악3로 71, 상가동 203호
ㆍ타지역에 거주하시는 분이 근무하게 될 경우 숙소제공";웹개발자;IT기술영업원(전산장비,소프트웨어);;관계없음;;비희망;;;;;;False;False;False;False;False;True;True;True;True;False

188;"1.  공공 프로젝트 시스템 분석, 설계, 개발 경험자
  1) Nexacro Platform 기반 시스템
  2) 전자정부 프레임워크
  3) Project Leading 가능자 (PL)
  4) PL 경험 보유자";JAVA프로그래밍언어전문가;응용소프트웨어개발자;;관계없음;;비희망;;;문서작성 (워드프로세스 활용),표계산 (스프레드시트 활용)  ,프레젠테이션 프로그램 활용;;;False;False;False;False;False;True;False;False;False;False

189;"데이터분석, AI 프로그래밍
AI를 활용한 영상처리 프로그래밍
머신러닝
딥러닝";C언어및그외프로그래밍언어전문가;;;관계없음;;비희망;;차량소지자,운전면허증;문서작성 (워드프로세스 활용),표계산 (스프레드시트 활용)  ,프레젠테이션 프로그램 활용;;;False;False;False;False;False;False;False;False;False;False

190;1. 응용  SW,;산업특화응용소프트웨어프로그래머(국방,항공,교통,에너지,금융,자동차등);전자공학기술자및연구원,시스템소프트웨어개발자(프로그래머);응용소프트웨어공학(학과:소프트웨어공학과)전자공학(학과:전기전자공학계열);관계없음;;비희망;;고용촉진장려금대상자;;;;False;False;False;False;False;False;False;False;False;False

191;"□ 운영 선임연구원(2명)
 · H/W 및 가상화 S/W 운영 및 관리  (장애 발생시 제조사 요청, 예방점검 지원 등)
 · 보안시스템 운영 및 관리, 시스템 매뉴얼 제작  (방화벽, UTM(통합보안장비) 등)
 · 시스템 해킹시도 탐지 및 대응  (유해 IP 차단 및 현황 관리 등)
 · 4년제 대졸 후 경력 만 2년 이상
□ 기타사항
 · 유사경력자 가능
 · 입사시 정규직으로 채용가능(연봉협의 월300부터, 협의가능)
 · “소프트웨어 기술자“의 범위는 ”소프트웨어진흥법 시행령 제2조“을 따름";IT기술지원전문가;;전산학·컴퓨터공학(학과:IT정보공학부(컴퓨터시스템공학,소프트웨어공학))응용소프트웨어공학(학과:컴퓨터소프트웨어공학전공);정보보안기사(우대),정보처리기사(우대);;비희망;;;;;;False;True;False;False;False;False;False;False;False;False

192;"담당업무 :
   - STM 32bit Core 기반 펌웨어 개발 
   - 반도체,디스플레이 설비 제어기기용 모터 드라이버,  IO 모듈제어 
   - EtherCAT/ EtherNet 유선 통신 경험자 우대";펌웨어및임베디드소프트웨어프로그래머;;전자공학(학과:전기전자정보컴퓨터제어계측공학과군);관계없음;;비희망;;;;;;False;False;False;False;False;True;False;False;False;False

193;"주요업무
효율적이고 안정적인 서비스 운영을 위한 클라우드, 온프레미스 서버 운명 및 데이터를 관리합니다.
서비스 모니터링, 로그 분석, 장애 대응을 위한 모니터링 시스템 구축 및 운영을 합니다.
소프트웨어 테스트, 배포 자동화를 위한 개선을 합니다.
데이터베이스에 대한 개발지원과 운영을 합니다.
미래의 추가적인 수요를 고려하여 확장성 있는 시스템 설계 및 개선을 합니다.
주어진 시스템의 자원을 최대한 효율적으로 사용하게끔 하기 위한 성능 튜닝 및 지원을 합니다.
자격요건
2년 이상의 인프라 운영 업무 능력
리눅스 시스템에 대한 운영 경험
Shellscript, Python 중 하나 이상의 작성 능력
우대사항
레드햇(CentOS) 계열 리눅스 운영(설치, 관리, 튜닝, 트러블슈팅) 경험
클라우드 인프라 운영 경험(NCloud)
Oracle, PostgreSQL 등 다양한 DBMS에 대한 구축, 운영 경험
Redis, Kafka, Elasticsearch 등 오픈소스 플랫폼에 대한 구축, 운영 경험
대용량 처리 인프라 서비스에 대한 개발 및 구축, 운영 경험
Docker, XenServer 등 가상화 솔루션에 대한 구축, 운영 경험
빌드(Maven), 테스트(Junit), 배포 자동화(Jenkins) 경험
복지 및 혜택
커피머신, 음료수, 스낵 바 지원
휴게실 지원
팀별 회식비 지원
매주 금요일은 2시간의 자유로운 점심 시간
3, 5, 7년 근속 시 리프레시 휴가(5일) 및 근속 장려금(백만원) 지급
생일자 하루 유급휴가 제공
경조사(50만, 휴가 5일) 지급
설, 추석 명절 10만원 상품권 제공
함께 일하는 구성원 추천시 추천자와 입사자 모두에게 50만원 지급
육아 휴직 지원
도서 구입비 및 직무 관련 교육비용 지원
자유로운 연차 사용
연관키워드
centos, docker, ncloud, xenserver, jenkins, zabbix, elasticsearch, kibana, logstash, oracle, postgresql, redis, kafka, shellscript";네트워크관리자(클라우딩컴퓨터운영관리자);JAVA프로그래밍언어전문가;전산학·컴퓨터공학(학과:컴퓨터과학과)응용소프트웨어공학(학과:소프트웨어학과);정보처리기사(우대);;비희망;;;;;;False;True;False;False;False;True;False;False;False;True

194;"담당업무
ㆍ데이터 분석 서비스를 개발
ㆍ구축된 분석 서비스의 다양한 데이터를 시각화 하기 위한 UI 개발
ㆍ분석 데이터를 제공하기 위한 API 개발
ㆍ자동 메시지 발송을 위한 알람 서버를 개발
자격요건
ㆍJava, JSP, Javascript 언어로 개발 경험
ㆍHTML5, CSS 기본지식 및 마크업 능력
ㆍJQuery 사용 경험
ㆍVue JS, React, Angular 중 하나 이상 경험
ㆍRestful API를 활용한 개발 경험
우대사항
ㆍ웹표준, 웹 접근성에 대한 적용 경험
ㆍ검색엔진 사용 경험
ㆍ데이터 시각화 관련 경험
ㆍdocker를 사용한 서비스 개발 경험
ㆍSVG, d3.js, Zingchart 등 차트라이브러리 사용 경험
사용하는 기술
ㆍ웹 프레임워크로 Spring, Spring Boot, Mybatis, 웹서버는 Tomcat, Apache 사용
ㆍ데이터 저장에는 Oracle, PostgreSql 사용
ㆍ개발언어는 Java, 자바스크립트 라이브러리는 JQuery, Vue.JS, Kendo UI, Zingchart 사용
ㆍ데이터를 효율적으로 분석하기 위해 오픈소스 기반의 플랫폼 사용(Elasticsearch, Kibana, Logstach)
ㆍ소스코드 형상관리를 위해 SVN을 사용
ㆍ통합, 테스트, 배포를 위해 Jenkins를 사용
ㆍ업무 관리를 위해 네이버웍스, Redmine, Slack을 사용
복지 및 혜택
ㆍ커피머신, 당 충전을 위한 음료수 바, 휴게실 지원
ㆍ팀별 회식비 지원
ㆍ매주 금요일 2시간의 자유로운 점심 시간
ㆍ3년, 5년 근속 시 리프레시 휴가 및 포상금 지급
ㆍ부모님 생신 선물, 설/추석명절 선물
ㆍ야근시 저녁식대 및 택시 지원
타파크로는 빅데이터 기술을 이용하여 소셜 데이터 속에 숨겨진 가치를 해석하고 고객이 원하는 인사
이트를 제공합니다.
더불어 어떻게 하면 고객들이 궁금해 하고 알고 싶어하는 정보는 무엇일까 라는 고민을 하면서 일
하는 조직입니다.
고객이 원하는 정보를 찾을 수 있도록 도움을 줄 수 있는 서비스를 만듭니다.
기술연구소는 수집, 웹, 검색, 인프라 파트로 구분되며 2~12년 경력을 가진 멤버로 구성되었습니
다.
직군에 국한하지 않고 본인의 흥미로 의지가 있다면 다른 업무도 지원 가능합니다.";JAVA프로그래밍언어전문가;;전산학·컴퓨터공학(학과:컴퓨터과학과)응용소프트웨어공학(학과:소프트웨어학과);정보처리기사(우대);;비희망;;;;;;False;True;False;False;False;True;True;True;True;False

195;"프론트엔드 개발자 경력직 모집 ( 1명 )
담당업무
ㆍ서비스 (홀덤, 포커, 고포류) 게임 개발
ㆍ자사 서비스 웹 사이트 유지보수 및 개발
ㆍ백앤드, 데이터팀, 비즈니스팀 등 다양한 직무 담당자와의 커뮤니케이션을 통한 협업
ㆍ확장성/생산성/안정성을 고려하여 서비스 주요 피처(API, Web 포함) 설계/구현/운영
스킬
ㆍAPI, CSS, CSS3, GraphQL, HTML, Javascript, Jquery, JSP, Node.js, NoSQL,,,
핵심역량
ㆍ 성장지향성, 협동심, 성취지향성, 성실성, 창의성, 스트레스내성, 적응성, 계획성, 꼼꼼함
자격요건
ㆍ학력 : 학력무관
ㆍ웹 프론트앤드 개발 분야 관련 경력 3년 이상
ㆍReact, Vue.js 등의 프레임워크 개발 경험 있으신 분
ㆍPC/Mobile 반응형 Cross-Browsing, HTML/CSS/javascript 이해도가 높으신 분
ㆍ프론트엔드 코드 구조에 대한 이해와 코드 최적화 경험이 있으며, Webpack 등의 빌드 툴 사용 경험이 있으신 분
ㆍREST API 클라이언트 개발 경험이 있으신 분
우대사항
ㆍ1개 이상의 서비스를 처음부터 개발하고 운영을 통한 개선 경험이 있는 분
ㆍ콘텐츠 빅데이터 분야에서의 서비스 개발 경험이 있으신 분
ㆍ웹서비스의 전체적인 흐름을 이해하고 설계/개발할 수 있는 분
ㆍ다양한 디바이스에 대응 가능한 반응형 웹 구현 경험 보유자
ㆍPython, Node.js 등의 백엔드 기술 스택에 대한 이해도가 높으신 분";웹개발자(웹엔지니어·웹프로그래머);;;관계없음;;비희망;;;;;;False;False;False;False;False;True;True;True;True;True

196;"[기능점수를 활용한 기능점수 측정 및 검증 업무]
1) 소프트웨어(시스템) 규모 측정
2) 소프트웨어 공수 측정
3) 소프트웨어 적정사업기간 측정
4) 소프트웨어 비용(예산) 측정
5) 요구사항을 활용한 기능점수(FP_Function Point) 자동화 도구(FP-ACT) 관리
6) 프로그램 소스를 활용한 기능점수(FP_Function Point) 자동 측정 도구 컨설팅
7) 정보시스템 사업대가(규모, 비용, 공수, 기간 등) 측정 및 검증";IT컨설턴트;IT테스터및ITQA전문가,IT감리전문가(시스템감리);전산학·컴퓨터공학(학과:전자계산학과)전산학·컴퓨터공학(학과:정보전산학부);정보처리기사(우대),정보관리기술사(우대)기타:CFPS,국가공인IT자격증,원가분석사;;비희망;;;문서작성 (워드프로세스 활용),표계산 (스프레드시트 활용)  ,프레젠테이션 프로그램 활용;;;False;True;False;False;False;True;False;False;False;False
